"created_at,""text""";;;
"Sat Nov 14 01:01:41 +0000 2015,"".@Hulu censors ads that give women real choices, but once aired @PPact ads. https://t.co/OPxrl5hj2H""";;;
"Fri Nov 13 21:45:53 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Sat Nov 14 01:43:07 +0000 2015,""@VZWSupport thank you!!! I'm headed to a corporate store. I was so angry with this girl. She was not honest.""";;;
"Fri Nov 13 22:18:05 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 20:11:20 +0000 2015,""@CW_CrazyXGF I stumbled upon the show on @hulu and I am SOLD. I haven't laughed out loud like that in a long time. WELL DONE! ???""";;;
"Fri Nov 13 22:22:12 +0000 2015,""RT @Panthers: #Panthers fans, enter for a chance to win tickets, pregame passes   gear courtesy of @ATT! [https://t.co/Qgsmqj79PC] https://�""";;
"Fri Nov 13 23:45:46 +0000 2015,""@VZWSupport I DMed you back with the info you requested""";;;
"Fri Nov 13 18:12:35 +0000 2015,""RT @lizethvaldi: @TheAMAs @TMobile @justinbieber @diplo @Skrillex voting just for Diplo and Sunny""";;;
"Sat Nov 14 01:37:46 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/K2bY0MKD8P""";;;
"Sat Nov 14 00:59:19 +0000 2015,""RT @alexysgabrielle: How to get a date with your shatterproof Droid ? @verizon #shatterproof #ad  https://t.co/H6c6YDmF3p""";;;
"Fri Nov 13 21:37:45 +0000 2015,""It's always something with #StraightTalkWireless. First I have 5G data, now it's only 3G. But for the same price?! Where's @TMobile?""";;;
"Fri Nov 13 21:34:43 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 20:16:03 +0000 2015,""@VerizonSupport yes works fine   loads to my outlook on computer just won't work on app .""";;
"Sat Nov 14 01:03:18 +0000 2015,""RT @SocialRosy: Woot! @xtina talks motherhood   domestic violence via @mimichatter https://t.co/Z5nZSgXaRP #HopeLine @verizon""";;
"Fri Nov 13 18:58:21 +0000 2015,""@comcastcares Is there an outage in Sacramento?""";;;
"Fri Nov 13 22:01:46 +0000 2015,""@comcastcares I'm trying to make my payment online and it would let me sign in. It says the info I entered was correct but that I'm not aut""";;;
"Fri Nov 13 23:12:55 +0000 2015,""Love being on hold with @TMobileHelp @TMobile from 15 mins rep picks up phone and says nothing and tries to dial out..hangs up! #wtf""";;;
"Sat Nov 14 01:46:10 +0000 2015,""@VerizonSupport I bought 3 movies on Fios at my old house. We moved. Is there any way to get those movies back or am I screwed?""";;;
"Fri Nov 13 22:43:59 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/XQdBlogwUD""";;;
"Fri Nov 13 18:34:03 +0000 2015,""Thanks for unlimited minutes, @VZWSupport ";")""";;
"Fri Nov 13 18:29:28 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/Xb05GFV42C""";;;
"Fri Nov 13 22:00:20 +0000 2015,""@verizon why is your customer service so freaking terrible?""";;;
"Fri Nov 13 20:41:46 +0000 2015,""RT @Variety: ICYMI &gt";&gt;" @Hulu is in talks with Time Warner about selling a stake in the company https://t.co/LMI276Cpnr https://t.co/qSTwjx4N�""";
"Fri Nov 13 18:46:10 +0000 2015,""RT @breachreadiness: More Than Half A Million #Comcast Customer Emails On Sale On The #DarkWeb For $1,000 https://t.co/kdNXcrmKtb https://t�""";;;
"Fri Nov 13 20:31:38 +0000 2015,""@TheTechDad Q5 I use Amazon Prime, Netflixs and I used to have @hulu #VZWBuzz""";;;
"Fri Nov 13 18:35:53 +0000 2015,""@TMobile I'm glad I stole a phone plan from you when I repped you as a model. Can't believe you let @Brittanysnow to your party""";;;
"Fri Nov 13 18:46:43 +0000 2015,""RT @ComeBackKingsTV: Watch our #CBK @triggertreach last night episode of #ThePlayer. Watch on @hulu""";;;
"Fri Nov 13 21:01:49 +0000 2015,""#foodphoto #food #chef #dish #foodeat #foodinlove #cook Pumpkin Spice Banana PancakessourceMore cake &amp"; cookies &amp;"... https://t.co/1UUB5zDbn9""";
"Fri Nov 13 22:37:47 +0000 2015,""@VZWSupport heres the error, i have the phone, a small data plan and phone plan in cart� Whats up? https://t.co/9bDAaiVEUe""";;;
"Fri Nov 13 20:38:10 +0000 2015,""That's why I love you @TMobile. #TravelWarrior #TeamMagenta https://t.co/Dfxugdf7pK""";;;
"Sat Nov 14 00:36:02 +0000 2015,""RT @terrinakamura: Survey about #Verizon chat � https://t.co/56sbaVeBBg �Complete   enter to win a new #Droid #VZWBuzz - Thanks! https://t.�""";;
"Fri Nov 13 19:33:09 +0000 2015,""RT @Brittanysnow: Celebrating @Tmobile newest awesome idea #BingeOn with @JohnLegere  Thanks for having me!  Styled by� https://t.co/GpxpDl�""";;;
"Fri Nov 13 18:07:15 +0000 2015,""Tired of @TMobile #TMobile @JohnLegere @TMobileHelp, Talked to customer rep and he tells me to wait two days and see if it fixes itself. ?""";;;
"Fri Nov 13 21:13:03 +0000 2015,""The brunette at @ATT on St Simons island SO bad ??""";;;
"Fri Nov 13 21:50:01 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 23:15:34 +0000 2015,""#Hulu Seeks to Sell Stake to Time Warner https://t.co/PoKsZ90HBm $TWX""";;;
"Fri Nov 13 18:32:39 +0000 2015,""Please add TuneIn Radio to the list #MusicFreedom @TMobile https://t.co/rouu5EzaI4""";;;
"Fri Nov 13 18:43:22 +0000 2015,""#StreetWatchTV ????????????????? #comcast #Atlanta ch 24 at 11pm https://t.co/chvp2oJZLt""";;;
"Fri Nov 13 23:48:32 +0000 2015,""RT @ashleytisdale: Celebrating tonight with @TMobile and @JohnLegere #BingeOn https://t.co/8CSjo8Hnhx""";;;
"Fri Nov 13 18:30:47 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 18:07:35 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/8n5w5QwLYh""";;;
"Sat Nov 14 00:48:40 +0000 2015,""@reckless  Thank You @TMobile @JohnLegere for giving your customers choices. Finally a Carrier that gets it. PS, service is strong  fast.""";;;
"Fri Nov 13 23:12:54 +0000 2015,""@ATTCares Saddest breakup I've ever had was being told new house wasn't equipped for AT T. #IMissYou #ILoveYou #? https://t.co/HoNq6ktC6N""";;
"Sat Nov 14 00:20:25 +0000 2015,""10 yrs of being with @verizon and Im getting the run around and wasting my time. All I'm trying to do is have a phone that works.""";;;
"Sat Nov 14 00:30:22 +0000 2015,""@TMobileHelp @JohnLegere It's what ppl I rec T-Mo to will get that's the prob. Over 1y you've made the higher end plans buy less for more""";;;
"Fri Nov 13 19:53:45 +0000 2015,""@JWLevitt @comcastcares is the bane of my existence. $200 for a headache isn't worth it.""";;;
"Fri Nov 13 18:15:32 +0000 2015,""Familiar with terabits   terabytes @ATT ? If not, all the basics you need to know can be found here: https://t.co/uE8MZkxn2T""";;
"Fri Nov 13 21:36:51 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Sat Nov 14 00:50:15 +0000 2015,""RT @FoxCollegeSport: Catch @WinthropWBB take on #17 @OU_WBBall in 1 hour on FCS Central in the first day of the season! @DIRECTV ch. 608-1 �""";;;
"Fri Nov 13 23:23:21 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Sat Nov 14 00:54:58 +0000 2015,""@JohnLegere @TMobile Do you personally enjoy screwing customers out of their twelve month credit program? Or it is a hobby? #CarrierLies""";;;
"Fri Nov 13 20:49:51 +0000 2015,""@hulu @realmonaghan @aaronpaul_8 too many beautiful faces i just can't""";;;
"Fri Nov 13 23:34:45 +0000 2015,""@icsystem assured my fiance his debt would not be reported and #verizon reported him anyways after debt was paid in full @abcnews @nbc""";;;
"Fri Nov 13 19:58:51 +0000 2015,""@VerizonSupport On screen caller ID stopped working on one of my STBs. Tried support tools... still fails.""";;;
"Fri Nov 13 18:35:58 +0000 2015,""@VZWSupport You're welcome. Let me know when it improves.""";;;
"Fri Nov 13 18:38:37 +0000 2015,""@verizon still want to know when I'll get that gift card https://t.co/xpF2SF6qTy""";;;
"Fri Nov 13 18:30:01 +0000 2015,""Hulu in Talks to Sell Stake to Time Warner https://t.co/jk2Eqb3iUM #hulu #business #timewarner""";;;
"Fri Nov 13 21:12:04 +0000 2015,""@verizon Didn't yall lile the video I sent yall?""";;;
"Fri Nov 13 19:19:48 +0000 2015,""RT @JohnLegere: .@Verizon follows our lead to get rid of 2yr service contracts but then F* ^s it up with an activation fee. COME ON! https:�""";;
"Sat Nov 14 01:45:30 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/u0Vbf7Zj24""";;;
"Fri Nov 13 21:32:23 +0000 2015,""RT @eusoujuliano: Knife Game to Dethklok @hulu @adultswim @_brendonsmall: https://t.co/iBnklRcIWo via @YouTube""";;;
"Fri Nov 13 21:52:38 +0000 2015,""RT @Everyone_On: At the @washingtonpost talking about the #digdivide with @comcast @AARP @SecretaryCastro   others. Follow along. http://t.�""";;
"Fri Nov 13 21:48:59 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 20:53:13 +0000 2015,""Special programming on #FiOS1 starts in 5 min! Live coverage of @LiveEarth int'l concert. On @Verizon channels 501 1 and @go90 app.""";;
"Fri Nov 13 21:36:46 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 23:43:52 +0000 2015,""RT @xtinaNOW: .@Xtina raises raises awareness for domestic abuse at the announcement of @Verizon #Hopeline https://t.co/B4tXyRAP7r""";;;
"Sat Nov 14 00:51:06 +0000 2015,""RT @JohnLegere: In case you're living under a big rock and missed it, video streams free on @TMobile with #BingeOn #UncarrierX :) https://t�""";;;
"Fri Nov 13 22:39:50 +0000 2015,""RT @TreMelvin: @TMobileHelp damn y'all quick""";;;
"Fri Nov 13 20:22:31 +0000 2015,""She know she suppose to be at work lol #tmobile #iheartRadio @ T-Mobile https://t.co/Bnds33ZGdC""";;;
"Fri Nov 13 21:48:34 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Sat Nov 14 00:43:12 +0000 2015,""@TMobileHelp @SamsungMobile We have no Show today because the Note 4 Edge has died while on duty! We are a news and Media group We need help""";;;
"Fri Nov 13 18:09:25 +0000 2015,""RT @TheAMAs: Tap """"Where Are � Now"""" to vote @justinbieber @diplo   @skrillex for #AMAs Collab of the Year Un-leashed by @TMobile. https://t.�""";;
"Fri Nov 13 21:50:10 +0000 2015,""RT @WBLS1075NYC: SJPresents @ATT and #WBLS bring you #ChristmasInTheCity 12/18 at @PruCenter!  https://t.co/IyicoDkzzc https://t.co/NMZCcTm�""";;;
"Fri Nov 13 21:47:32 +0000 2015,""RT @BrianRathbone: @weboost booster + @ATT LTE = 2.2 Gigabyte file uploaded in 27 minutes.  &lt";takes a victory lap&gt; &lt;"trips over something inv�"""
"Fri Nov 13 22:30:51 +0000 2015,""RT @UA_Athletics: .@ATT wants you to enter for your chance to win the Ultimate SEC Championship Experience at https://t.co/hRdkoAa023! http�""";;;
"Fri Nov 13 20:13:04 +0000 2015,""@GamecocksOnline @verizon Woohoo..got my fitbit from #MakeMyGameDay !!""";;;
"Fri Nov 13 20:01:00 +0000 2015,""@ATTCares all I needed to do was change my billing address so I can receive my final bill. At the correct adress""";;;
"Fri Nov 13 23:59:41 +0000 2015,""RT @UA_Athletics: .@ATT wants you to enter for your chance to win the Ultimate SEC Championship Experience at https://t.co/hRdkoAa023! http�""";;;
"Fri Nov 13 20:23:25 +0000 2015,""@spearitofcanada Hopefully @netflix, @hulu, @tntdrama, or @Cinemax will pick up #ThePlayer! Still need Sullivan Stapleton to guest star!! :D""";;;
"Fri Nov 13 20:55:36 +0000 2015,""Just got real free cell service with #ringplus https://t.co/QwZHM2Zw02 Thanks @ringplusmobile and @CNET  - sorry #TMobile #Verizon #ATT""";;;
"Fri Nov 13 23:10:19 +0000 2015,""@MSNBC @BBC @CNN @TMobile It is a federal crime to have amphetamine addicts commit nsa gimmicks change adlibs 40 times to hack citizens""";;;
"Sat Nov 14 01:42:19 +0000 2015,""@comcastcares my app does not work. Buttons are grayed out. See pic. I can't select the watch button https://t.co/miYKZHeYpl""";;;
"Fri Nov 13 18:09:28 +0000 2015,""Gee. @comcastcares made it difficult (impossible?) to find past bills now. Coincidentally, they raised my bill a few bucks at the same time.""";;;
"Fri Nov 13 22:38:03 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 22:34:58 +0000 2015,""RT @jccaylen: NEW VIDEO on Monday #sponsored by @ATT w the new #HTCOneA9 !  whoop whoop!!? U can enter to win one here: https://t.co/GdWfAN�""";;;
"Fri Nov 13 23:44:28 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 21:36:31 +0000 2015,""RT @TheAMAs: RT to VOTE for @justinbieber, @diplo and @Skrillex for #AMAs Collab of the Year Un-leashed by @TMobile via Twitter. https://t.�""";;;
"Fri Nov 13 21:37:15 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 19:15:35 +0000 2015,""@TMobileHelp can I have Binge-On on one line, but not on another? Or is it all or nothing?""";;;
"Fri Nov 13 21:36:15 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 19:51:58 +0000 2015,""Getting fake texts from @TMobile (I asked yesterday) #bewarned https://t.co/fIFK7oCN2L""";;;
"Fri Nov 13 19:25:49 +0000 2015,""@comcastcares Day 70. Still throttling. Im about to cancel your shitty service. Fix the fucking throttle.""";;;
"Fri Nov 13 20:14:12 +0000 2015,"".@TVtibi @hulu @netflix @Netflixhelps @hulu_support Also """"B"""" for BRING Bluebell back! #SaveHartOfDixie #HartofDixie  https://t.co/KfZYqFPk0s""";;;
"Fri Nov 13 21:37:21 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 18:18:02 +0000 2015,""RT @TheAMAs: Keep VOTING for #AMAs Collaboration of the Year Un-leashed by @TMobile here: https://t.co/IjoOiRtKnQ""";;;
"Fri Nov 13 18:51:49 +0000 2015,""Hmm, just got an email from @TMobile? that they're optimizing video streaming.""";;;
"Sat Nov 14 01:13:01 +0000 2015,""#DISH is hiring! Customer #Service: Become a Customer #Care Rep - Littleton in #Littleton, apply now! #job https://t.co/HjEDp7eyWf""";;;
"Fri Nov 13 22:53:39 +0000 2015,""#comcastcares: jasonjones We're really sorry we've lost your business. Please let me know if you need our help in � https://t.co/eoDUnnd8Dq""";;;
"Sat Nov 14 00:01:39 +0000 2015,""Our phone is down, thanks @ATT. If y'all could email us tweet, or, fb us in the time being.""";;;
"Fri Nov 13 18:30:39 +0000 2015,""RT @TheAMAs: Tap """"Where Are � Now"""" to vote @justinbieber @diplo   @skrillex for #AMAs Collab of the Year Un-leashed by @TMobile. https://t.�""";;
"Fri Nov 13 21:47:32 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 21:09:27 +0000 2015,""@VerizonSupport my router does not have an ethernet port to hookup the laptop""";;;
"Fri Nov 13 20:30:09 +0000 2015,""This pic shared by the @MLB gave @ATT and @Gatorade social engagement valued in $25,730 https://t.co/Aa5WDRniw4 https://t.co/cpjhESvkAa""";;;
"Fri Nov 13 20:06:53 +0000 2015,""@TMobile How about adding @GooglePlay TV   Movies app to #BingeOn?""";;
"Fri Nov 13 21:37:23 +0000 2015,""RT @mangacom: Gotta Go Fast!  REDLINE is playing on @Hulu!  https://t.co/CxccfYEk1J https://t.co/ejHfLYRZLg""";;;
"Fri Nov 13 23:39:47 +0000 2015,""@dish yall blow hard""";;;
"Fri Nov 13 19:06:37 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/9tuAvbPDgQ""";;;
"Sat Nov 14 01:03:33 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/Y5MGUhxMnW""";;;
"Fri Nov 13 19:31:44 +0000 2015,""Thx @verizon for disconnecting me 3x as I try to get ur block taken off my iPhone. Now msg says my call cannot be taken   call back later.??""";;
"Fri Nov 13 23:19:16 +0000 2015,""friends in Business Affairs getting a shout out!  : ) https://t.co/wiCISVhHCk""";;;
"Sat Nov 14 00:23:40 +0000 2015,""RT @techmymoney: #att #sponsoredpost #lgv10 review coming to https://t.co/EVH0TrVCDv https://t.co/kzww9OrL9J""";;;
"Fri Nov 13 20:31:05 +0000 2015,""Our little family will most likely be homeless in 3 weeks thanks to #Verizon. CEO please step up. @NBCNews @verizon @VerizonSupport""";;;
"Fri Nov 13 18:56:15 +0000 2015,""#Verizon #Tablet � Verizon launches own-brand Ellipsis 10 tablet � To follow up� https://t.co/Zx92vSusjk #Android https://t.co/PAo3wUY8pu""";;;
"Sat Nov 14 00:01:20 +0000 2015,""@JohnLegere  you did it for at t and verizon please do it for us iPhone FOR LIFE losers https://t.co/mAJ6ZL0Wxk #pleasefreeme @TMobileHelp""";;
"Fri Nov 13 22:53:50 +0000 2015,""On people, yes.  On @comcast, no. https://t.co/42fLWfyho8""";;;
"Fri Nov 13 22:14:06 +0000 2015,""@ATTCares 2 hours and 1 minute";" but 5th representative corrected the error! Thx for resolving...kinda """"need improvement"""" on time.""";;
"Fri Nov 13 21:14:17 +0000 2015,""@TMobile @TMobileHelp when is the Galaxy Note 4 (SM-910T) getting the update to Android 5.1.1 ... The Note 4 (SM-910T3) is already updated..""";;;
"Fri Nov 13 21:47:55 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 20:39:14 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/mH3b3zyWlZ""";;;
"Sat Nov 14 00:22:06 +0000 2015,""RT @JohnLegere: .@Verizon follows our lead to get rid of 2yr service contracts but then F* ^s it up with an activation fee. COME ON! https:�""";;
"Fri Nov 13 21:32:04 +0000 2015,""@ATTCares Rick is taking care of it via Facebook.  Thanks!""";;;
"Fri Nov 13 23:53:58 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/0bpiw6jTub""";;;
"Fri Nov 13 18:05:09 +0000 2015,""@KatiieFiischer @icedtori @eriin_x0x @pinarobread_ @ATTCares correction Katie AT T SUCKS DEEZ NUTS""";;
"Fri Nov 13 19:10:38 +0000 2015,""@VZWSupport service has been terrible lately if I'm anyplace, but home. Grrr""";;;
"Fri Nov 13 23:09:06 +0000 2015,""@TMobileHelp I don't know but that was They told me when I called CS/611.Really don't know which one is telling the truth.""";;;
"Fri Nov 13 20:08:26 +0000 2015,""#comcastcares: itsscottwilder I am sorry for the poor service experience. Do you still need help at this time? -Joe https://t.co/hiy8TzJKpf""";;;
"Fri Nov 13 20:39:32 +0000 2015,""RT @BillBetson: Does everyone in Chillicothe have really, really slow data speeds with @ATT? So slow- a speed test doesn't work? https://t.�""";;;
"Sat Nov 14 01:18:23 +0000 2015,""@Uverse @ATT super surprised at bad #CustomerService for new customers. Not a good precedent to set, especially with @googlefiber close""";;;
"Sat Nov 14 01:32:08 +0000 2015,""@comcastcares no, tech guy is coming again sunday.""";;;
"Fri Nov 13 18:30:05 +0000 2015,""RT @busralcinar: RT to VOTE for @BrunoMars and @MarkRonson TYPE: ?Uptown Funk Collaboration Of The Year Unleashed by @TMobile ADD Hashtag ?�""";;;
"Fri Nov 13 20:14:59 +0000 2015,""At @tmobile 3410 Broadway in the BX with @955PLJ from 4-6p. Swing through!""";;;
"Fri Nov 13 18:33:03 +0000 2015,""@ATT how come I never got a survey to give positive feedback to your company about the employee that helped me at your store?""";;;
"Fri Nov 13 19:43:01 +0000 2015,""RT @Katie_King4: There's not a company I hate more than @comcast worst customer service ?""";;;
"Fri Nov 13 23:35:57 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 18:35:57 +0000 2015,""Finally!! A minute to watch @Nashville_ABC on #hulu!! This week my friend @TheMarkCollie sings!!""";;;
"Fri Nov 13 23:20:40 +0000 2015,""RT @tomrvick: Also thanks to @grady_hendrix my @hulu queue is now full of @Criterion Japanese titles. https://t.co/RvlfuLRe3y""";;;
"Fri Nov 13 20:35:09 +0000 2015,""@VZWSupport I'm getting error 9991 on visual vm ever since I switched my number into my name. Help!""";;;
"Fri Nov 13 22:31:22 +0000 2015,""@hulu Only Virgin, today.  Is an ugly 3rd grader!  Pagan nation!""";;;
"Fri Nov 13 18:24:28 +0000 2015,""What are the operators goals with #NFV + #SDN? See what @Verizon talked about at the recent #ETSI conference: https://t.co/bJJWmz4AUG""";;;
"Fri Nov 13 19:55:33 +0000 2015,""@CARDSALLDAY26 @VZWSupport   not unlimited??? Ouch""";;
"Fri Nov 13 20:47:18 +0000 2015,""These two are the coolest! Lol #fgcu showing me lots of love today at #tmobile #iheartRadio @ T-Mobile https://t.co/uVTinaU5AX""";;;
"Fri Nov 13 21:44:45 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 19:22:35 +0000 2015,""Watching Wall Street Warriors: Closing the Deal on @hulu  https://t.co/Va4BaDexEy""";;;
"Fri Nov 13 20:04:30 +0000 2015,""@verizon love for yall to #MakeMyGameDay Au vs uga this weekend is my 119 straight home game   302 AU game overall. https://t.co/D4uXhTOSJK""";;
"Fri Nov 13 22:03:14 +0000 2015,""Week 6 (in a row) that the garbage @comcast goes down on a Friday during business hours. All Brentwood businesses must suffer till  7:48pm.""";;;
"Fri Nov 13 23:31:00 +0000 2015,""@VZWSupport how can I get the ball rolling on switching to Verizon""";;;
"Fri Nov 13 22:40:05 +0000 2015,""@sprint I'm about to pay some surrender charges. Goodbye.  @verizon Don't fuck this up or you're gonna get a tweet like them.""";;;
"Fri Nov 13 23:27:32 +0000 2015,""@TMobileHelp I pay $260 for rude customer service and shitty phone service! #timetoendthemadness""";;;
"Fri Nov 13 21:48:18 +0000 2015,""Just got real free cell service with #ringplus https://t.co/nB3Ngo14Ik Thanks @ringplusmobile and @CNET  - sorry #TMobile #Verizon #ATT""";;;
"Fri Nov 13 23:44:23 +0000 2015,""@TMobileHelp Was also told I could trade in a 4s for a 6s for $5 a month stood in line tonight for 3o minutes to hear them say No deal.""";;;
"Fri Nov 13 21:02:33 +0000 2015,""@VZWSupport they have to have my social confused with someone else.""";;;
"Fri Nov 13 23:09:27 +0000 2015,""RT @JohnLegere: Can't wait for @Zedd to help us celebrate @TMobile #UncarrierX tomorrow!! This show is going to be amazing!! https://t.co/E�""";;;
"Fri Nov 13 20:36:28 +0000 2015,""@verizon I hate y'all I'm switching services""";;;
"Fri Nov 13 22:28:56 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/qTEx0AVC3L""";;;
"Sat Nov 14 00:01:21 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 22:16:21 +0000 2015,""Thanks @verizon! This will definitely #MakeMyGameDay #WarEagle https://t.co/lJ3wbMAkjh""";;;
"Fri Nov 13 23:40:32 +0000 2015,""#comcast  another day and another disruption of phone, Internet and cable. 3rd day this week with poor/no service.""";;;
"Fri Nov 13 19:48:08 +0000 2015,"".@comcast spent   $111k lobbying #phlcouncil in #franchise renewal, more than they spent trying 2 kill #paidsickdays https://t.co/o7gPOhJ8ex""";;
"Fri Nov 13 19:12:12 +0000 2015,""#DISH: Customer #Service: Become a #Part-Time Customer Care Rep - Littleton in #Centennial #job https://t.co/UxHYI08vwm""";;;
"Fri Nov 13 18:06:18 +0000 2015,""RT @KatiieFiischer: @_danmast @icedtori @eriin_x0x @pinarobread_ @ATTCares AT T SUCKS""";;
"Fri Nov 13 19:13:57 +0000 2015,""Got 2 love @art_lucero @Ev_Roj and Will . All my issues were resolved just in matter of seconds. U guys are the best @TMobile""";;;
"Fri Nov 13 23:07:51 +0000 2015,""@MSNBC @BBC @CNN @TMobile What they have done for 30 years was adlib whoppers about prodemocracy citizens then attack w bacteria""";;;
"Fri Nov 13 22:40:32 +0000 2015,"".@TMobile I've called 2x to get a receipt for an order over the phone but it won't come. Why? I need it to get @LGUS promo deal for the v10!""";;;
"Fri Nov 13 21:34:47 +0000 2015,"".@ATT @ATTCares - I've spent 2.5 hrs this week trying to get my wrongful data overages and international data credited to me. 1/""";;;
"Fri Nov 13 19:14:55 +0000 2015,""@ATTCares wouldn't ship a SIM card to my home as it's not in the USPS database, then attempted to ship it by FedEx to the local PO. Help!""";;;
"Fri Nov 13 22:31:49 +0000 2015,""When do we get more Steven universe on Hulu ??? @cartoonnetwork @hulu""";;;
"Fri Nov 13 23:37:10 +0000 2015,""The data is trash #Tmobile""";;;
"Fri Nov 13 23:39:11 +0000 2015,""@comcastcares waiting on promised phone call re: 77471 outage. Elderly mom with dementia-i'm worried. No promised call thursday either.""";;;
"Fri Nov 13 21:12:26 +0000 2015,""Apply now to work for #DISH as Customer #Care #Representative - Littleton in #Columbine! #job https://t.co/8cPpzieLyx""";;;
"Fri Nov 13 19:47:30 +0000 2015,""@TMobileHelp rep for the corporate office just blamed me for the fraudulent activity that took place on my account""";;;
"Fri Nov 13 22:42:58 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/WQtqK2nKx8""";;;
"Fri Nov 13 19:52:16 +0000 2015,""@ATTCares If I go to local ATT shop, will they be able to tell me if my iPhone 6 microphone is damaged? Having call problems. Thanks.""";;;
"Fri Nov 13 20:05:57 +0000 2015,""@JWLevitt if @comcastcares doesn't value customer service, I guess we could cut the cord...seems like that's a popular option these days.""";;;
"Sat Nov 14 01:30:24 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 22:33:46 +0000 2015,""Be sure to check out our new location! #statenisland #TMobile  https://t.co/bQaU8BzTQy""";;;
"Fri Nov 13 19:37:57 +0000 2015,""@TMobileHelp ...then it sends me to contact list where i have to manually scroll through to select the contact to send it to....""";;;
"Fri Nov 13 21:15:11 +0000 2015,""What sound does a turkey�s phone make?�Wing! Wing!@ATT @verizonwire https://t.co/Xx9gIMCuuU #moms #dads""";;;
"Fri Nov 13 19:08:19 +0000 2015,""@comcastcares at least I get to stay home from work again next Tuesday. I'd work from home, but you need internet for that. #vacationfun""";;;
"Fri Nov 13 19:32:09 +0000 2015,""@CARDSALLDAY26 @VZWSupport No prob. I just know it was running mine thru the roof. Luckily I've got unlimited everything.""";;;
"Sat Nov 14 01:00:49 +0000 2015,""Just got real free cell service with #ringplus https://t.co/aPaLkn1f8h Thanks @ringplusmobile and @CNET  - sorry #TMobile #Verizon #ATT""";;;
"Fri Nov 13 20:40:07 +0000 2015,""#BeCreative: #Verizon ordered a spinoff of extreme sports series @HeyUSA, titled @heyusaX &gt";&gt;"https://t.co/T1PL1IQmBI https://t.co/Gj8ehpadpT""";
"Fri Nov 13 21:41:36 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/kupiGHP9hB""";;;
"Sat Nov 14 01:23:16 +0000 2015,""@ATT my service is still down""";;;
"Fri Nov 13 20:28:27 +0000 2015,""@TMobile @TMobileHelp why is it I get text messages 2-4 hours later.. Can y'all work on getting more cell towers.. https://t.co/T5gboRUbYL""";;;
"Sat Nov 14 01:33:32 +0000 2015,""@comcast is there an outage in Burien, WA (zip code 98168)? If so, is it windstorm related or other problem? Thanks!""";;;
"Fri Nov 13 19:02:11 +0000 2015,"".@FrontierCorp says partners will gain from #Verizon #wireline acquisition. https://t.co/YpXklOZRbg via @Channel_Online""";;;
"Sat Nov 14 00:31:27 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/BVzh8KchbC""";;;
"Fri Nov 13 21:56:43 +0000 2015,""""""Our call volume is high so we are just going to hang up on you, thanks for calling."""" This move to #TMobile has been anything but painless.""";;;
